"QKEY","INTERVIEW_START_W55","INTERVIEW_END_W55","LANG_W55","DEVICE_TYPE_W55","FORM_W55","ENV2_a_W55","ENV2_b_W55","ENV2_c_W55","ENV2_d_W55","ENV2_e_W55","ENV2_f_W55","EN1F1_W55","ENV4_W55","EN1F2_W55","ENV5_a_W55","ENV5_b_W55","ENV5_c_W55","ENV5_d_W55","ENV17_W55","EN6F1_a_W55","EN6F1_b_W55","EN6F1_c_W55","EN6F1_d_W55","EN6F1_e_W55","EN6F1count_W55","EN6F2_a_W55","EN6F2_b_W55","EN6F2_c_W55","EN6F2_d_W55","EN6F2_e_W55","ENVIR8_a_W55","ENVIR8_b_W55","ENVIR8_c_W55","ENVIR8_d_W55","ENVIR8_e_W55","EN7_W55","EN8_W55","CLIM5_W55","CLIM6_W55","CLIM9F1_a_W55","CLIM9F1_b_W55","CLIM9F2_W55","CLIM10_a_W55","CLIM10_b_W55","CLIM10_c_W55","CLIM10_d_W55","CLIM10_e_W55","CLIM10_f_W55","CLIM10_g_W55","VAC1A_W55","VAC1B_W55","BIO33_a_W55","BIO33_b_W55","BIO34_W55","BIO35_W55","GM1_W55","GM2_W55","GM3_W55","FUD32_W55","FUD33A_W55","FUD33B_W55","FUD37_a_W55","FUD37_b_W55","FUD37_c_W55","FUD37_d_W55","PERS1_W55","PERS2_W55","PERS3_W55","PERS4_W55","PERS5_W55","PERS6_W55","PERS7_W55","PERS8_W55","PERS9_W55","PERS10_W55","PERS11_W55","PERS12_W55","SATIS_W55","EMTREP_a_W55","EMTREP_b_W55","EMTREP_c_W55","EMTREP_d_W55","EMTDEM_a_W55","EMTDEM_b_W55","EMTDEM_c_W55","EMTDEM_d_W55","IMPEACHEARD_W55","IMPEACHAPP_W55","IMPEACHREM_W55","IMPCONFREP_W55","IMPCONFDEM_W55","IMPKNOW_W55","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_RACECMB","F_RACETHN","F_NATIVITY","F_CITIZEN","F_MARITAL","F_RELIG","F_BORN","F_ATTEND","F_RELCOM3CAT","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_IDEO","F_ACSWEB","F_VOLSUM","IMPEACHT_W53","WEIGHT_W53_W55","WEIGHT_W55"
194860,2019-10-12 20:31:00,2019-10-12 20:36:59,1,1,2,1,1,2,1,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,2,2,1,2,3,3,3,3,3,3,1,2,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,99,1,NA,NA,NA,2,2,NA,3,2,3,2,2,2,5,3,3,3,4,3,4,3,3,3,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,3,5,4,2,1,6,2,1,1,1,1,1,1,1,1,1,3,1,1,8,1,1,1,1,2,4,0.561109167655842,0.618721376032334
196107,2019-10-05 14:27:00,2019-10-05 14:40:00,1,3,2,1,2,2,2,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,2,1,1,2,3,3,3,3,3,2,1,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,NA,NA,NA,2,3,NA,3,3,2,2,3,3,3,4,3,3,2,2,4,4,1,1,2,1,2,1,1,1,1,2,2,1,2,3,2,4,2,1,2,3,4,2,2,3,2,1,1,1,1,1,1,1,2,1,1,NA,1,6,2,1,2,1,2,4,1.07650411155655,0.938162299970996
196610,2019-10-04 21:49:00,2019-10-05 20:03:00,1,3,1,2,1,2,1,2,1,1,3,NA,NA,NA,NA,NA,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,2,2,2,3,2,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,3,1,NA,NA,1,2,3,1,1,NA,NA,NA,2,3,3,1,3,5,2,3,2,3,3,1,4,3,2,4,1,1,1,2,2,2,2,1,1,2,2,1,4,3,2,1,1,2,2,2,1,6,2,3,4,4,1,1,11,NA,4,2,2,NA,2,9,1,1,3,1,1,2,0.514381601815037,0.493993940455858
196645,2019-10-05 01:18:00,2019-10-05 01:53:00,1,1,2,2,2,1,1,99,1,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,3,3,3,3,1,1,1,3,NA,NA,2,1,1,1,2,1,2,1,NA,NA,3,1,1,2,NA,NA,NA,3,8,3,4,1,3,3,99,4,3,3,5,5,3,2,3,3,4,3,2,2,2,1,1,1,1,2,2,1,2,4,1,4,2,1,2,3,4,2,3,2,2,1,1,1,1,1,1,1,1,1,1,NA,1,3,3,1,2,1,2,4,0.848420379397073,0.838750192352981
196813,2019-10-04 00:50:59,2019-10-04 01:01:00,1,3,1,2,1,2,1,2,1,1,1,NA,1,2,1,2,2,2,1,1,1,1,4,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,1,1,1,2,NA,2,1,1,1,1,1,1,3,1,NA,NA,1,2,3,3,3,NA,NA,NA,3,2,2,2,3,3,4,4,3,4,2,3,2,3,3,2,2,2,1,2,2,1,2,1,2,1,1,1,4,1,2,1,2,3,3,2,2,3,2,1,1,4,1,1,4,2,4,2,3,2,2,9,1,1,4,1,2,1,0.624497689225948,0.614988023765222
197067,2019-10-05 03:57:00,2019-10-05 04:11:00,1,1,2,1,1,1,1,1,1,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,3,1,1,1,2,2,2,2,2,1,2,2,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,NA,NA,NA,2,8,2,4,2,3,3,3,3,3,4,4,3,4,2,99,4,5,3,2,2,2,1,1,1,1,2,2,1,2,4,1,4,3,1,2,4,4,1,3,2,2,1,1,1,1,5,1,2,4,2,1,NA,1,2,3,1,2,1,2,4,0.752485467770894,0.739441059974017
197087,2019-10-05 16:00:00,2019-10-05 16:11:00,1,1,1,1,1,1,2,1,1,2,3,NA,NA,NA,NA,NA,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,3,3,3,3,3,3,1,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,3,1,3,NA,NA,NA,2,3,4,1,2,2,3,2,2,2,4,4,4,4,2,2,1,2,2,1,1,1,1,2,2,1,2,4,1,4,2,1,2,3,4,1,3,2,2,1,1,1,1,5,2,2,2,2,3,1,1,6,2,1,3,1,2,3,0.624679897111466,0.63138524995594
197168,2019-10-05 00:15:00,2019-10-05 00:26:59,1,1,1,2,2,2,1,2,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,2,2,2,99,2,1,3,1,1,1,1,NA,2,1,1,1,1,1,1,4,1,NA,NA,1,2,3,1,1,NA,NA,NA,1,4,4,1,2,3,1,2,4,3,5,4,1,1,2,5,2,1,1,2,2,2,2,1,1,1,1,1,4,1,2,1,4,9,4,1,1,6,2,1,1,1,1,5,9,NA,4,2,3,2,2,5,2,2,5,0,2,2,0.589981920143113,0.616566604036981
197174,2019-10-07 17:05:59,2019-10-07 17:20:59,1,1,1,1,1,1,2,1,2,2,1,NA,1,1,2,2,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,1,1,1,NA,NA,NA,2,3,3,2,3,1,3,3,4,4,2,4,1,4,3,3,1,1,2,1,1,1,1,2,2,1,2,3,2,4,2,1,4,9,4,2,3,2,2,1,1,1,1,3,1,1,4,2,3,1,1,4,2,1,1,1,2,4,0.704834716305252,0.70744669040253
197397,2019-10-03 20:55:00,2019-10-03 21:03:00,1,3,2,1,1,1,2,1,1,NA,3,1,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,0,2,2,1,1,1,2,3,2,3,3,2,1,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,NA,NA,2,2,NA,3,2,3,3,3,99,4,99,4,99,4,4,4,2,99,4,2,2,2,1,2,1,1,2,2,1,2,3,2,4,2,2,2,4,4,1,3,2,2,1,1,1,1,2,10,NA,5,3,1,NA,1,2,3,1,2,1,2,4,0.840402695927994,0.871654838848074
197580,2019-10-07 00:19:00,2019-10-07 00:28:00,1,1,2,2,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,2,2,2,2,1,3,3,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,NA,NA,NA,1,2,NA,2,1,2,1,1,1,2,3,5,5,4,1,1,3,4,2,2,1,1,2,2,2,2,2,2,2,1,1,4,2,2,1,1,2,2,2,1,5,2,4,4,1,1,1,1,1,2,1,2,NA,2,6,2,1,3,1,1,1,0.666397447070354,0.697272132942399
197934,2019-10-07 15:24:00,2019-10-07 15:50:59,1,3,2,2,1,1,2,2,2,NA,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,0,3,2,3,2,2,3,2,2,2,3,3,1,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,NA,NA,NA,2,2,NA,1,2,2,2,4,2,3,4,3,3,2,3,4,2,2,3,2,1,2,1,2,1,1,2,2,2,2,3,2,4,2,1,3,5,2,1,1,6,2,1,1,1,1,1,12,NA,6,3,3,1,1,8,1,1,3,1,1,4,0.309179118593872,0.350665104895564
198176,2019-10-03 22:06:59,2019-10-03 22:13:00,1,3,2,2,2,2,1,2,1,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,2,2,1,3,1,1,NA,NA,1,2,1,1,1,1,1,2,NA,NA,5,1,1,2,NA,NA,NA,1,3,NA,1,3,3,1,3,3,5,1,3,1,1,2,2,1,5,4,2,1,1,2,2,2,2,1,1,1,1,1,4,1,2,1,1,2,3,2,2,4,2,1,1,1,1,5,2,2,5,2,2,NA,2,5,2,1,5,1,2,1,0.658058447250416,0.641458923960691
198205,2019-10-06 19:28:59,2019-10-06 19:34:59,1,1,2,1,1,1,1,1,1,NA,1,2,1,2,2,1,2,NA,NA,NA,NA,NA,0,3,2,2,2,2,3,3,3,3,3,3,1,2,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,NA,NA,2,3,NA,2,3,4,2,2,4,4,4,4,3,4,3,4,2,2,4,1,1,2,2,2,1,2,2,2,1,2,3,2,4,2,1,2,3,3,1,3,2,2,1,1,1,1,1,1,1,2,1,1,NA,1,6,2,1,1,1,2,4,1.03860011819473,1.01411828511141
198321,2019-10-12 06:10:00,2019-10-12 06:28:00,1,1,2,2,1,2,1,2,1,NA,1,1,1,1,2,1,3,NA,NA,NA,NA,NA,0,2,2,2,2,2,2,2,2,2,2,1,2,3,1,NA,NA,2,2,2,1,2,1,1,2,NA,NA,5,2,1,2,NA,NA,NA,2,3,NA,2,3,3,2,3,1,4,1,4,4,5,2,1,1,4,4,2,1,2,2,2,1,2,2,2,3,1,2,2,2,2,1,2,4,2,1,2,4,2,1,1,1,1,1,9,NA,6,3,3,2,2,4,2,1,3,1,2,2,0.975124799285467,0.955821843330041
198571,2019-10-05 15:03:00,2019-10-05 15:12:59,1,2,1,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,2,2,2,1,1,1,3,NA,NA,NA,NA,NA,2,2,3,3,2,1,2,3,1,1,2,NA,1,2,1,2,2,2,2,3,1,NA,NA,1,2,1,1,3,NA,NA,NA,2,2,2,2,4,2,2,2,4,2,4,4,4,2,2,4,2,1,2,2,2,1,2,1,2,2,1,2,3,2,2,2,3,7,3,1,1,6,2,1,1,1,1,1,1,1,5,2,3,2,2,9,1,1,3,1,2,3,0.29611541311167,0.319645822132914
198848,2019-10-03 21:05:59,2019-10-03 21:14:00,1,3,2,1,1,1,1,1,1,NA,1,2,1,99,2,2,2,NA,NA,NA,NA,NA,0,3,2,3,2,2,1,2,1,1,1,2,1,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,NA,NA,NA,1,3,NA,2,3,3,1,1,4,3,3,5,4,2,4,1,3,3,2,2,2,2,1,1,1,1,2,2,1,2,4,2,4,2,1,3,7,3,1,1,6,2,1,1,1,1,5,1,2,3,2,1,NA,1,8,1,1,2,1,1,4,0.23987690871066,0.261665493776995
198946,2019-10-05 17:36:00,2019-10-05 17:49:00,1,3,2,2,1,2,1,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,2,2,2,2,1,1,1,1,NA,NA,2,1,1,1,1,1,1,1,NA,NA,3,2,1,2,NA,NA,NA,2,8,1,3,2,2,2,5,3,3,4,2,4,4,1,3,4,2,4,2,1,1,1,1,1,1,2,2,2,2,2,2,4,2,1,4,8,4,2,1,6,2,1,1,1,1,5,1,2,4,2,1,NA,1,7,1,1,1,1,1,4,0.54434804382996,0.533323034815463
199454,2019-10-10 02:01:00,2019-10-10 02:13:00,1,2,2,1,1,1,1,2,1,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,3,1,1,1,1,3,2,2,2,3,2,1,2,3,NA,NA,2,1,1,2,2,1,2,2,NA,NA,4,1,1,2,NA,NA,NA,2,2,NA,4,1,2,2,3,5,2,3,3,2,5,2,2,3,5,4,1,2,2,1,1,1,1,2,2,2,2,4,2,4,2,1,3,6,4,2,2,4,2,1,1,1,1,3,1,1,4,2,1,NA,1,99,99,1,2,1,2,4,0.815421433506395,0.767621246251918
199474,2019-10-03 21:54:00,2019-10-03 22:10:00,1,3,2,1,1,1,2,1,2,NA,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,0,3,2,2,2,3,1,1,1,1,1,3,1,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,NA,NA,NA,2,3,NA,1,3,3,1,4,3,3,4,2,4,3,3,2,4,3,3,1,1,2,1,2,1,1,2,2,1,2,4,1,4,2,1,3,7,3,1,2,4,2,1,1,1,1,1,1,2,2,2,1,NA,1,8,1,1,2,1,2,4,1.01772752719579,1.08273530783882
199643,2019-10-11 00:11:00,2019-10-11 00:21:59,1,3,1,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,2,2,2,NA,NA,NA,2,2,2,2,3,1,2,2,3,2,4,3,4,4,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,3,1,3,5,2,2,1,6,2,1,1,1,1,1,1,1,5,2,1,NA,1,9,1,1,3,1,2,2,1.08475520480145,1.05836301486541
199964,2019-10-06 14:50:59,2019-10-06 15:04:00,1,1,2,2,1,2,1,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,1,2,1,1,3,2,2,2,3,2,1,1,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,NA,NA,2,2,NA,2,2,1,1,1,3,1,4,3,4,2,3,2,3,3,3,2,1,1,1,1,1,1,2,2,1,2,2,2,4,2,1,3,5,4,2,2,3,2,1,1,1,1,5,10,NA,6,3,1,NA,1,3,3,1,1,1,2,4,0.706429368067206,0.635315446893642
200202,2019-10-04 21:15:00,2019-10-04 21:33:00,1,2,2,2,2,2,1,2,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,2,2,1,3,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,5,1,1,2,NA,NA,NA,2,8,3,3,3,1,2,3,5,2,3,3,3,1,2,2,3,3,2,2,1,1,2,2,1,2,1,1,1,1,1,4,1,2,1,3,5,3,1,2,3,2,1,1,4,1,1,2,2,6,2,2,NA,2,9,1,1,5,1,1,1,0.22340493765302,0.226926158130196
200718,2019-10-04 20:58:59,2019-10-04 21:08:00,1,1,1,2,2,2,1,2,1,1,1,NA,1,1,2,1,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,2,2,2,2,2,1,3,1,1,1,2,NA,2,1,1,2,1,1,2,1,1,NA,NA,1,2,1,1,3,NA,NA,NA,2,3,1,1,4,2,3,4,4,4,2,2,5,4,4,1,2,1,1,2,2,1,1,2,1,1,1,1,4,2,2,1,2,3,3,1,1,6,2,1,1,1,1,1,9,NA,4,2,2,NA,2,8,1,1,5,1,2,1,0.305089561242613,0.317908585553505
200761,2019-10-03 20:57:00,2019-10-03 21:30:00,1,3,1,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,1,2,2,NA,2,1,1,1,1,1,1,3,1,NA,NA,1,2,1,2,3,NA,NA,NA,3,3,2,2,2,1,3,2,2,99,2,4,4,4,4,5,2,1,1,2,2,1,2,1,2,1,1,1,4,1,2,1,4,9,4,1,1,5,2,1,1,4,1,1,4,2,5,2,2,NA,2,7,1,1,3,1,2,1,0.314771320120124,0.328003855010848
200943,2019-10-05 15:17:00,2019-10-05 15:29:00,1,1,1,1,1,1,1,1,1,2,3,NA,NA,NA,NA,NA,1,2,2,1,1,1,3,NA,NA,NA,NA,NA,3,3,3,3,3,2,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,1,1,3,NA,NA,NA,3,3,3,2,1,5,2,4,4,3,3,4,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,3,3,3,2,1,3,5,4,1,1,5,2,1,1,1,1,3,2,1,2,1,3,1,1,6,2,1,3,1,2,5,0.333715216651853,0.33951990671504
201095,2019-10-03 22:44:00,2019-10-03 22:49:59,1,3,2,1,1,2,1,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,2,1,1,1,2,3,2,2,2,3,2,2,2,1,NA,NA,2,2,1,1,1,1,1,1,NA,NA,1,1,1,2,NA,NA,NA,2,8,1,1,2,2,1,5,5,2,4,5,2,5,2,3,3,3,3,2,1,1,2,2,2,2,1,1,2,1,2,4,1,3,1,4,9,3,1,1,5,2,1,1,4,1,6,9,NA,6,3,3,2,2,9,1,1,4,1,2,2,0.405900303332674,0.423701931736643
202127,2019-10-05 12:09:00,2019-10-07 17:08:00,1,3,2,1,1,1,2,2,1,NA,99,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,2,1,1,1,2,2,2,2,2,2,2,1,2,1,NA,NA,2,2,2,2,1,1,1,1,NA,NA,4,2,1,1,NA,NA,NA,2,3,NA,3,3,3,3,3,4,2,5,4,2,5,3,4,3,5,5,2,1,1,2,2,1,2,2,2,2,2,3,2,2,2,1,3,6,4,1,2,3,2,1,1,1,1,1,2,2,2,1,2,NA,2,7,1,1,3,1,1,2,0.24771156502466,0.253686446359715
202145,2019-10-05 14:58:00,2019-10-05 15:05:59,1,3,2,2,2,2,1,1,1,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,3,1,1,2,2,2,2,2,2,2,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,4,2,1,NA,NA,NA,1,2,NA,2,1,2,3,5,4,1,2,2,5,2,2,1,3,3,3,2,1,1,2,2,2,2,1,1,2,1,1,3,1,1,1,1,2,2,2,1,6,2,1,1,1,1,6,7,NA,1,2,2,NA,2,5,2,2,5,0,1,4,0.810566070840767,0.727220631428858
202548,2019-10-04 17:36:00,2019-10-04 17:47:00,1,3,2,2,1,2,1,2,1,NA,1,1,2,1,1,2,1,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,2,2,1,3,1,1,NA,NA,1,1,1,1,2,1,1,1,NA,NA,5,1,1,2,NA,NA,NA,1,8,2,3,2,1,3,4,1,3,3,2,2,2,1,2,2,3,4,2,1,1,2,2,1,1,2,2,1,1,1,3,2,2,1,4,8,2,2,1,6,2,1,1,1,1,1,5,NA,6,3,3,2,2,9,1,1,3,1,1,2,0.512546927569094,0.509609548427472
202800,2019-10-05 05:08:00,2019-10-05 05:41:59,1,1,1,2,2,2,1,2,1,1,1,NA,1,1,2,1,2,2,1,1,1,1,4,NA,NA,NA,NA,NA,2,2,2,2,2,1,3,1,1,1,2,NA,1,1,1,1,1,1,1,3,1,NA,NA,99,2,2,2,2,NA,NA,NA,2,2,1,2,3,3,2,4,3,4,4,2,5,4,2,4,2,1,2,2,2,2,2,1,2,1,1,1,4,2,2,2,2,4,4,1,1,5,2,1,1,1,1,3,1,2,5,2,3,2,2,2,3,1,3,0,2,2,0.413373485321641,0.401589955869068
202849,2019-10-07 19:28:00,2019-10-07 19:38:00,1,1,2,2,2,2,1,2,1,NA,1,1,1,1,99,99,2,NA,NA,NA,NA,NA,0,2,2,2,2,1,2,2,2,2,2,1,3,1,1,NA,NA,1,1,1,2,2,1,1,1,NA,NA,5,1,1,2,NA,NA,NA,2,3,NA,2,3,3,2,4,3,5,4,3,3,4,2,4,5,4,1,2,1,1,2,2,1,2,1,2,1,1,1,4,2,2,1,4,8,4,1,1,6,2,99,9,4,1,1,9,NA,5,3,3,2,2,6,2,1,4,0,2,3,1.05020852052297,1.06665733614006
203133,2019-10-06 01:18:00,2019-10-06 18:21:00,1,3,1,1,2,1,1,1,1,1,2,NA,1,2,2,2,4,1,1,2,2,2,2,NA,NA,NA,NA,NA,2,2,3,2,2,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,2,3,3,NA,NA,NA,3,3,3,4,4,1,3,2,3,1,3,2,3,2,99,3,1,2,2,2,2,2,2,1,2,2,1,2,3,2,2,1,3,7,3,1,1,5,2,2,2,1,1,1,1,1,2,1,2,NA,2,6,2,1,3,1,2,1,0.373118397959841,0.381629922098901
203921,2019-10-06 02:50:00,2019-10-06 04:54:00,1,1,1,1,2,2,1,2,1,1,1,NA,1,1,2,2,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,3,1,1,2,NA,1,1,1,2,1,1,1,3,1,NA,NA,1,2,3,3,2,NA,NA,NA,2,2,2,1,4,1,3,4,4,3,5,3,1,2,3,2,1,2,2,1,1,1,2,2,2,2,2,3,4,4,3,2,3,5,3,2,3,2,2,1,1,1,1,1,1,1,5,2,2,NA,2,2,3,1,3,1,2,3,0.571533816406367,0.596608679293681
204164,2019-10-06 01:20:59,2019-10-06 01:34:00,1,1,2,1,1,1,1,2,1,NA,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,2,3,3,2,1,2,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,NA,NA,NA,2,3,NA,1,2,2,2,4,2,3,2,2,3,4,3,3,4,2,3,2,1,1,2,2,2,2,1,1,2,1,1,4,2,2,1,1,2,3,1,2,3,1,1,3,4,1,1,9,NA,6,3,2,NA,2,6,2,1,3,1,1,1,0.512778102846017,0.522803942395305
204329,2019-10-05 21:52:00,2019-10-05 22:27:00,1,2,2,2,2,1,1,2,1,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,1,2,1,1,3,2,2,2,3,1,2,1,1,NA,NA,1,1,1,2,1,1,1,1,NA,NA,5,1,1,2,NA,NA,NA,2,8,2,3,2,2,3,3,3,4,4,2,3,2,2,3,2,1,3,2,1,1,2,2,2,2,1,2,1,1,1,4,2,2,1,3,7,4,2,1,6,2,1,1,1,1,5,12,NA,6,3,2,NA,2,5,2,1,4,1,2,2,0.546686019459823,0.571709697760361
204536,2019-10-05 19:09:00,2019-10-05 19:21:59,1,2,2,1,1,1,1,2,1,NA,99,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,3,3,3,3,1,1,2,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,NA,NA,2,3,NA,2,4,3,2,5,5,5,5,5,1,5,1,1,1,5,1,1,2,2,1,2,1,1,2,2,2,2,3,2,4,2,2,3,5,4,2,2,3,2,1,1,1,1,5,1,2,2,1,3,1,1,3,3,1,2,0,2,4,2.055218657647,1.47912427364533
204601,2019-10-07 16:17:00,2019-10-07 16:25:00,1,1,1,2,2,2,1,2,2,1,3,NA,NA,NA,NA,NA,3,2,2,1,2,2,1,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,1,1,2,2,NA,2,2,2,2,2,2,2,3,1,NA,NA,1,2,3,1,1,NA,NA,NA,2,1,2,2,4,4,4,4,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,4,2,2,1,5,2,1,1,1,1,6,1,1,3,2,3,2,2,3,3,1,3,1,1,3,0.317896234240794,0.305751429659649
205459,2019-10-05 12:26:00,2019-10-05 12:42:00,1,1,1,1,1,2,1,1,1,1,3,NA,NA,NA,NA,NA,2,1,1,1,2,1,4,NA,NA,NA,NA,NA,3,3,3,3,3,1,1,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,3,3,3,NA,NA,NA,1,3,3,1,2,1,3,4,4,2,2,4,3,2,3,2,1,2,2,1,1,1,1,2,2,2,2,4,1,3,2,1,3,6,4,2,3,2,2,1,1,1,1,5,1,1,3,2,1,NA,1,2,3,1,2,1,2,4,0.674891818112931,0.667611008658699
205490,2019-10-03 23:48:00,2019-10-04 00:57:00,1,3,1,1,2,1,1,1,1,2,3,NA,NA,NA,NA,NA,4,2,1,2,2,2,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,3,1,1,2,NA,2,1,1,1,1,1,1,3,1,NA,NA,1,2,2,3,2,NA,NA,NA,3,1,1,4,1,3,4,3,5,4,5,3,4,3,4,3,2,1,1,2,2,1,1,1,2,2,1,1,4,2,2,1,3,6,3,2,3,2,2,2,2,1,1,6,1,1,2,1,2,NA,2,6,2,1,3,1,1,1,0.434718863443851,0.42031342419024
205566,2019-10-09 17:01:00,2019-10-09 17:16:00,1,2,2,2,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,2,2,1,3,3,1,NA,NA,2,2,2,2,2,2,2,2,NA,NA,4,2,1,2,NA,NA,NA,2,2,NA,4,2,2,99,4,3,3,2,4,4,4,4,2,2,4,3,2,1,1,2,2,1,2,1,2,2,1,1,3,2,3,1,4,9,4,2,2,4,2,1,1,99,1,1,12,NA,6,3,2,NA,2,7,1,1,4,1,2,NA,NA,0.688825588425844
207502,2019-10-05 12:15:00,2019-10-05 12:25:00,1,3,2,2,1,1,1,1,1,NA,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,0,2,1,1,1,2,2,2,1,2,2,1,1,1,99,NA,NA,2,2,1,1,2,1,1,1,NA,NA,4,3,1,2,NA,NA,NA,1,2,NA,1,1,2,2,5,1,2,2,2,4,3,4,5,3,4,3,2,1,1,1,2,2,2,1,1,2,1,1,4,1,2,1,3,5,2,2,1,5,2,2,2,4,1,3,12,NA,5,2,2,NA,2,7,1,1,4,0,1,4,0.819391915300636,0.823453939390105
